timestamp,age_group,industry,job_title,job_context,annual_salary,additional_compensation,currency,"If ""Other,"" please indicate the currency here: ",income_context,country,state,city,overall_experience,field_experience,education_level,gender,race,total_compensation,major_industry
4/27/2021 12:45:52,35-44,Nonprofits,"Senior Manager, IT",,152630.0,0.0,USD,,,United States,District of Columbia,Washington DC,11 - 20 years,8 - 10 years,College degree,Woman,White,152630.0,Technology and Information
4/27/2021 12:45:55,35-44,Government and Public Administration,Senior Advisor to the HR Director,,142950.0,2500.0,USD,,Paid on US Federal General Schedule scale for civilian government workers,USA,Maryland,Baltimore,21 - 30 years,8 - 10 years,College degree,Woman,White,145450.0,Government and Public Sector
4/27/2021 12:45:56,25-34,Education (Higher Education),Recruitment Coordinator,admin for recruitment office of a college (recruiting students),39500.0,0.0,USD,,,United States,New York,Syracuse,5-7 years,5-7 years,Master's degree,Woman,White,39500.0,Education and Research
4/27/2021 12:46:03,25-34,Health care,International Board Certified Lactation Consultant ,IBCLC working at a nonprofit breastfeeding center ,12000.0,0.0,USD,,,USA ,Hawaii,Honolilu,5-7 years,5-7 years,College degree,Woman,White,12000.0,Healthcare and Life Sciences
4/27/2021 12:46:06,25-34,Recruitment or HR,Training Manager,,102000.0,18000.0,USD,,,US,Massachusetts,Boston,11 - 20 years,5-7 years,Master's degree,Woman,White,120000.0,Technology and Information
4/27/2021 12:46:22,35-44,Nonprofits,Program Administrator,,55000.0,0.0,USD,,,USA,Kansas,Manhattan,8 - 10 years,8 - 10 years,Master's degree,Woman,Black or African American,55000.0,Technology and Information
4/27/2021 12:46:24,25-34,Health care,Psychologist,,92000.0,0.0,USD,,,United States,Kansas,Leavenworth,5-7 years,5-7 years,PhD,Woman,White,92000.0,Healthcare and Life Sciences
4/27/2021 12:46:25,45-54,Education (Primary/Secondary),Digital Reproduction Specialist,I run the Copy Center at the school district's headquarters,46467.0,5000.0,USD,,"The additional income was pay at overtime rate for ""hazard pay"" during the COVID-19 lockdown.",USA,Texas,Dallas,31 - 40 years,21 - 30 years,Some college,Man,White,51467.0,Education and Research
4/27/2021 12:46:27,65 or over,Government and Public Administration,Office Chief ,Program Manager,81000.0,0.0,USD,,Salary scale set by Union contract,USA,Rhode Island,Providence,31 - 40 years,8 - 10 years,PhD,Woman,White,81000.0,Government and Public Sector
4/27/2021 12:46:33,35-44,Engineering or Manufacturing,Project Manager,Project/client manager of environmental regulatory compliance for a consulting company,137000.0,8000.0,USD,,,US,New Jersey,Princeton,21 - 30 years,21 - 30 years,College degree,Woman,White,145000.0,Manufacturing and Industry
4/27/2021 12:46:33,35-44,Government and Public Administration,Program Director,,90000.0,0.0,USD,,,US,Washington,Olympia,21 - 30 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Woman,White,90000.0,Government and Public Sector
4/27/2021 12:46:34,18-24,Recruitment or HR,Search Coordinator,,52000.0,5200.0,USD,,,USA,District of Columbia,Washington DC,1 year or less,1 year or less,College degree,Woman,White,57200.0,Technology and Information
4/27/2021 12:46:36,35-44,"Marketing, Advertising & PR",Marketing Manager,,80000.0,10000.0,USD,,,USA,Vermont,Burlington,11 - 20 years,8 - 10 years,College degree,Woman,White,90000.0,Professional Services
4/27/2021 12:46:36,25-34,public health,engineer 2,,87000.0,2600.0,USD,,,united states,Michigan,ann arbor,8 - 10 years,8 - 10 years,College degree,Woman,White,89600.0,Healthcare and Life Sciences
4/27/2021 12:46:36,18-24,Nonprofits,paralegal,,55000.0,0.0,USD,,,USA,District of Columbia,DC,1 year or less,1 year or less,College degree,Woman,Asian or Asian American,55000.0,Technology and Information
4/27/2021 12:46:36,25-34,Education (Primary/Secondary),Elementary school teacher,,58000.0,0.0,USD,,,USA,California,San Francisco ,2 - 4 years,2 - 4 years,College degree,Woman,White,58000.0,Education and Research
4/27/2021 12:46:39,35-44,Nonprofits,Senior Director,,165000.0,33000.0,USD,,Bonus is based on company wide performance,USA,California,San Francisco,11 - 20 years,11 - 20 years,Master's degree,Woman,"Hispanic, Latino, or Spanish origin, White",198000.0,Technology and Information
4/27/2021 12:46:40,35-44,Nonprofits,Archivist,,51000.0,0.0,USD,,,United States,New York,Rochester,11 - 20 years,8 - 10 years,Master's degree,Woman,White,51000.0,Technology and Information
4/27/2021 12:46:41,25-34,Utilities & Telecommunications,Senior Finance Manager,,150000.0,30000.0,USD,,,United States,Texas,Houston,5-7 years,5-7 years,Master's degree,Woman,White,180000.0,Technology and Information
4/27/2021 12:46:49,25-34,Nonprofits,Manager,,98500.0,0.0,USD,,"I work at a non-profit consulting firm, so it's halfway between nonprofit and business consulting salary-wise",USA,California,San Francisco,11 - 20 years,5-7 years,Master's degree,Woman,White,98500.0,Technology and Information
4/27/2021 12:46:53,35-44,Education (Primary/Secondary),Administrative Assistant,Academic support coordinator,47942.0,0.0,USD,,"I am hourly, and I work part time only during the school year; I entered my hourly rate x 40hours x 44 weeks (the length of our school year)",USA ,Massachusetts,Lexington,5-7 years,2 - 4 years,College degree,Woman,Asian or Asian American,47942.0,Education and Research
4/27/2021 12:47:02,25-34,"Accounting, Banking & Finance",Account Service Representative,Credit Union Member Service,37398.0,0.0,USD,,,USA,Colorado,Lakewood,5-7 years,2 - 4 years,College degree,Woman,White,37398.0,Financial Services
4/27/2021 12:47:06,45-54,Insurance,Director of IT,,165000.0,40000.0,USD,,,USA,Minnesota,Minneapolis,21 - 30 years,21 - 30 years,College degree,Man,White,205000.0,Financial Services
4/27/2021 12:47:09,25-34,Health care,Reimbursement Specialist,,61568.0,4000.0,USD,,,United States,Oregon,Portland,2 - 4 years,2 - 4 years,College degree,Woman,White,65568.0,Healthcare and Life Sciences
4/27/2021 12:47:10,25-34,Nonprofits,Senior Policy Associate,,116000.0,0.0,USD,,,United States,District of Columbia,Washington,11 - 20 years,11 - 20 years,Master's degree,Woman,,116000.0,Technology and Information
4/27/2021 12:47:15,35-44,Education (Higher Education),Library Assistant III,,36100.0,0.0,USD,,,US,Wisconsin,"Madison, WI",11 - 20 years,8 - 10 years,Master's degree,Woman,White,36100.0,Education and Research
4/27/2021 12:47:21,45-54,Government and Public Administration,Library Manager,,78500.0,0.0,USD,,,United States,Florida,Jacksonville,21 - 30 years,21 - 30 years,Master's degree,Woman,White,78500.0,Government and Public Sector
4/27/2021 12:47:22,25-34,Nonprofits,Development Director,,63000.0,0.0,USD,,,USA,New Hampshire,Keene,8 - 10 years,8 - 10 years,College degree,Woman,White,63000.0,Technology and Information
4/27/2021 12:47:24,35-44,"Accounting, Banking & Finance",Outsorced Accountant,I provide outsourced accounting work for small businesses. ,157000.0,0.0,USD,,,United States,New York,New York City,11 - 20 years,11 - 20 years,College degree,Man,White,157000.0,Financial Services
4/27/2021 12:47:30,25-34,"Accounting, Banking & Finance",Senior Associate,Audit and Attestation for an accounting firm,80000.0,1500.0,USD,,,United States,California,Sacramento,8 - 10 years,2 - 4 years,Master's degree,Woman,White,81500.0,Financial Services
4/27/2021 12:47:31,18-24,Insurance,Marketing Strategist,,72000.0,1400.0,USD,,,USA,New Jersey,JERSEY CITY,2 - 4 years,2 - 4 years,College degree,Woman,White,73400.0,Financial Services
4/27/2021 12:47:33,35-44,Health care,Administrative Assistant,"I handle administrative, minor finance, minor HR rep duties and receptionist coverage for Home Health Care for persons with disabilities. ",28000.0,2000.0,USD,,,US,Missouri,Joplin,2 - 4 years,2 - 4 years,Some college,Woman,White,30000.0,Healthcare and Life Sciences
4/27/2021 12:47:36,45-54,Recruitment or HR,"VP, People Operations",,147000.0,0.0,USD,,,USA,Pennsylvania,Bethlehem ,11 - 20 years,11 - 20 years,College degree,Woman,White,147000.0,Technology and Information
4/27/2021 12:47:40,25-34,Education (Higher Education),Office Assistant,,50000.0,0.0,USD,,,United States of America,Michigan,"Allendale, MI",8 - 10 years,5-7 years,Master's degree,Woman,White,50000.0,Education and Research
4/27/2021 12:47:47,45-54,Engineering or Manufacturing,Technologist,National Lab support/DOE,104000.0,10000.0,USD,,Hourly staff (o/t eligible) ,USA,New Mexico,Albuquerque,21 - 30 years,21 - 30 years,College degree,Man,White,114000.0,Manufacturing and Industry
4/27/2021 12:47:47,35-44,Nonprofits,Director of Development Operations,,80000.0,0.0,USD,,,US,Georgia,Atlanta,11 - 20 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Woman,White,80000.0,Technology and Information
4/27/2021 12:47:50,35-44,Nonprofits,Project director / senior policy and communications associate,The project director role is an add on @ 10% additional salary. 10% is reflected. ,81950.0,8190.0,USD,,,US,California,Oakland,11 - 20 years,11 - 20 years,Master's degree,Woman,White,90140.0,Technology and Information
4/27/2021 12:47:57,35-44,Media & Digital,Vice President of Strategy,,116000.0,5000.0,USD,,,USA,Oklahoma,Oklahoma City,11 - 20 years,11 - 20 years,College degree,Woman,White,121000.0,Technology and Information
4/27/2021 12:48:15,25-34,Academic research (social science),Research Specialist,My duties are more akin to that of a lab manager,45000.0,0.0,USD,,My position is funded by a federal grant,United States,Massachusetts,Greater Boston Area,2 - 4 years,2 - 4 years,Master's degree,Woman,White,45000.0,Education and Research
4/27/2021 12:48:17,25-34,Property or Construction,Support Services Coordinator  ,,50000.0,1200.0,USD,,,USA,Indiana,Indianapolis ,8 - 10 years,1 year or less,College degree,Woman,White,51200.0,Real Estate and Construction
4/27/2021 12:48:20,35-44,Education (Primary/Secondary),Student data specialist,,61500.0,0.0,USD,,,United States,Arkansas,Paragould,11 - 20 years,8 - 10 years,Master's degree,Woman,White,61500.0,Education and Research
4/27/2021 12:48:27,25-34,Manufacturing/Wholesale,Operations and Accounting Lead,,58212.0,2000.0,USD,,,USA,Washington,Seattle ,8 - 10 years,5-7 years,College degree,Woman,White,60212.0,Manufacturing and Industry
4/27/2021 12:48:27,25-34,Hospitality & Events,Conference event planner,Work for government ,66000.0,0.0,USD,,,United States,Colorado,Denver,5-7 years,5-7 years,College degree,Woman,"Hispanic, Latino, or Spanish origin, White",66000.0,Technology and Information
4/27/2021 12:48:34,35-44,"Marketing, Advertising & PR",Communications and Marketing Director,,75000.0,0.0,USD,,,USA,Washington,Seattle,11 - 20 years,8 - 10 years,College degree,Woman,White,75000.0,Professional Services
4/27/2021 12:48:34,25-34,Nonprofits,"Monitoring, Evaluation, and Learning Manager ",,60000.0,0.0,USD,,,United States ,North Carolina,Chapel Hill,5-7 years,5-7 years,Master's degree,Woman,White,60000.0,Technology and Information
4/27/2021 12:48:37,35-44,Hospitality & Events,Assistant Director of Finance,,89000.0,0.0,USD,,,United States,Oregon,Portland,21 - 30 years,11 - 20 years,College degree,Woman,White,89000.0,Technology and Information
4/27/2021 12:48:38,45-54,Recruitment or HR,Director of Talent Management,,95000.0,19000.0,USD,,,United States,Arizona,Phoenix,21 - 30 years,11 - 20 years,College degree,Woman,White,114000.0,Technology and Information
4/27/2021 12:48:52,35-44,Media & Digital,Marketing Director,,156000.0,15000.0,USD,,,USA,New York,NYC,11 - 20 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Woman,White,171000.0,Technology and Information
4/27/2021 12:48:57,35-44,Education (Higher Education),Associate Director,,62500.0,0.0,USD,,,USA,Iowa,Grinnell,11 - 20 years,11 - 20 years,Master's degree,Woman,White,62500.0,Education and Research
4/27/2021 12:48:58,35-44,Health care,Physician anesthesiologist,,310000.0,13000.0,USD,,,USA ,Massachusetts,West Roxbury,5-7 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman,White,323000.0,Healthcare and Life Sciences
4/27/2021 12:48:58,45-54,Nonprofits,deputy director,,70000.0,0.0,USD,,,us,Vermont,northern vermont,21 - 30 years,21 - 30 years,Master's degree,Woman,White,70000.0,Technology and Information
4/27/2021 12:49:06,35-44,Government and Public Administration,Science Policy Fellow,applying scientific background to policy issues in US federal government,89312.0,0.0,USD,,,United States,District of Columbia,DC,5-7 years,5-7 years,PhD,Woman,White,89312.0,Government and Public Sector
4/27/2021 12:49:11,25-34,Education (Higher Education),Lab Manager,,87274.0,0.0,USD,,,USA,New York,New York City,2 - 4 years,2 - 4 years,PhD,Woman,White,87274.0,Education and Research
4/27/2021 12:49:12,35-44,Education (Primary/Secondary),learning specialist,I work at a private school with students who have learning disabilities. ,55000.0,0.0,USD,,,USA,Texas,Austin,11 - 20 years,11 - 20 years,Master's degree,Woman,White,55000.0,Education and Research
4/27/2021 12:49:16,35-44,Nonprofits,Deputy Director,,62000.0,0.0,USD,,,United States,Washington,Seattle,11 - 20 years,8 - 10 years,College degree,Woman,White,62000.0,Technology and Information
4/27/2021 12:49:18,35-44,Education (Higher Education),Head of User Services,I work in a library ,70000.0,0.0,USD,,,United States,Illinois,DeKalb,11 - 20 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Woman,White,70000.0,Education and Research
4/27/2021 12:49:18,35-44,Health care,Associate Director,head of 16 person team of scientists and engineers,175000.0,130000.0,USD,,,United States,Massachusetts,Boston,8 - 10 years,8 - 10 years,PhD,Woman,White,305000.0,Healthcare and Life Sciences
4/27/2021 12:49:28,45-54,Health care,Application Systems Analyst,,70500.0,0.0,USD,,,United States,New Hampshire,Keene,11 - 20 years,5-7 years,College degree,Woman,White,70500.0,Healthcare and Life Sciences
4/27/2021 12:49:30,25-34,Nonprofits,Member relations manager ,,52000.0,0.0,USD,,,United States,Illinois,Chicago,5-7 years,5-7 years,Master's degree,Woman,White,52000.0,Technology and Information
4/27/2021 12:49:33,25-34,Nonprofits,Workshop Coordinator,"I coordinate pro se workshops (that is, workshops for people who can't find legal representation) for a migrant rights nonprofit ",50000.0,0.0,USD,,,United States,Georgia,Atlanta,8 - 10 years,5-7 years,Master's degree,Woman,"Asian or Asian American, White",50000.0,Technology and Information
4/27/2021 12:49:41,55-64,Education (Primary/Secondary),Assistant Residential Dean,Overseeing middle and high school boarding students at a preparatory school ,35000.0,0.0,USD,,"I do not receive free housing on campus, but I do get free tuition for my daughter as a day student",USA,Florida,Melbourne,11 - 20 years,2 - 4 years,Some college,Woman,White,35000.0,Education and Research
4/27/2021 12:49:42,35-44,Government Affairs/Lobbying,Director of Government Affairs,"Registered lobbyist for association, but do work in addition to pure lobbying",130000.0,1000.0,USD,,,United States,District of Columbia,"Washington, DC",11 - 20 years,11 - 20 years,Master's degree,Woman,White,131000.0,Government and Public Sector
4/27/2021 12:49:43,35-44,Nonprofits,Project Manager,,65100.0,3000.0,USD,,,USA,North Carolina,Chapel Hill,11 - 20 years,8 - 10 years,Master's degree,Woman,White,68100.0,Technology and Information
4/27/2021 12:49:45,25-34,Government and Public Administration,Staff Attorney,,70000.0,0.0,USD,,,USA,Minnesota,Minneapolis,8 - 10 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman,White,70000.0,Government and Public Sector
4/27/2021 12:49:49,35-44,Medical Communications,Associate Medical Director,,130000.0,5000.0,USD,,,USA,Ohio,Cleveland,8 - 10 years,8 - 10 years,PhD,Woman,Asian or Asian American,135000.0,Healthcare and Life Sciences
4/27/2021 12:49:50,45-54,"Accounting, Banking & Finance",Exec Asst,,85000.0,25000.0,USD,,Bonus is starting #.  Free healthcare for employee/spouse/dependents at no cost.  ,USA,California,Los Angeles,21 - 30 years,11 - 20 years,Some college,Woman,Another option not listed here or prefer not to answer,110000.0,Financial Services
4/27/2021 12:49:50,25-34,Hospitality & Events,Shift supervisor,Doughnut shop shift supervisor,33280.0,0.0,USD,,,United States,Texas,Houston,11 - 20 years,11 - 20 years,College degree,Man,White,33280.0,Technology and Information
4/27/2021 12:49:57,25-34,Government and Public Administration,Librarian,,38257.0,0.0,USD,,,USA,South Carolina,Rock Hill,11 - 20 years,11 - 20 years,Master's degree,Woman,White,38257.0,Government and Public Sector
4/27/2021 12:49:59,35-44,Government and Public Administration,Supervisory Management Analyst,Human Resources Director,145000.0,4000.0,USD,,,United States,Michigan,Ann Arbor,21 - 30 years,8 - 10 years,Master's degree,Woman,White,149000.0,Government and Public Sector
4/27/2021 12:50:00,35-44,Government and Public Administration,Scientist,,117000.0,0.0,USD,,,United States,North Carolina,Raleigh,5-7 years,5-7 years,PhD,Woman,White,117000.0,Government and Public Sector
4/27/2021 12:50:01,45-54,Engineering or Manufacturing,Systems Engineer,Human Factors,161200.0,9000.0,USD,,,USA,Washington,Seattle,21 - 30 years,21 - 30 years,PhD,Woman,White,170200.0,Manufacturing and Industry
4/27/2021 12:50:09,35-44,Education (Higher Education),Senior Dev,Primarily compliance reporting,74500.0,0.0,USD,,,USA,Arizona,Phoenix,11 - 20 years,8 - 10 years,High School,Man,"Hispanic, Latino, or Spanish origin",74500.0,Education and Research
4/27/2021 12:50:09,25-34,Engineering or Manufacturing,Accountant,,45000.0,1500.0,USD,,,United States,Kansas,Wichita,5-7 years,2 - 4 years,College degree,Woman,White,46500.0,Manufacturing and Industry
4/27/2021 12:50:10,18-24,"Marketing, Advertising & PR",Social Media Specialist,,41000.0,0.0,USD,,,US,Virginia,Norfolk,2 - 4 years,2 - 4 years,College degree,Woman,"White, Another option not listed here or prefer not to answer",41000.0,Professional Services
4/27/2021 12:50:10,25-34,Government and Public Administration,Human Resource Business Partner,,58075.0,0.0,USD,,,United States,Montana,Helena,11 - 20 years,8 - 10 years,College degree,Woman,White,58075.0,Government and Public Sector
4/27/2021 12:50:11,35-44,"Marketing, Advertising & PR",Associate Vice President,,210000.0,28000.0,USD,,,USA,Illinois,Chicago,11 - 20 years,11 - 20 years,College degree,Woman,White,238000.0,Professional Services
4/27/2021 12:50:14,35-44,Manufacturing,Quality System Specialist,Document Control and International Standard compliance,58000.0,5000.0,USD,,,United States,Minnesota,Minneapolis,11 - 20 years,8 - 10 years,College degree,Woman,White,63000.0,Manufacturing and Industry
4/27/2021 12:50:26,55-64,manufacturing,Office Manager ,Bookkeeper,29640.0,0.0,USD,,,USA,Pennsylvania,Nanticoke,41 years or more,31 - 40 years,College degree,Woman,White,29640.0,Manufacturing and Industry
4/27/2021 12:50:26,65 or over,Food demos,Sales Advisor,"Junction of events, retail, sales",27000.0,630.0,USD,,,US,California,Santa Cruz,31 - 40 years,8 - 10 years,College degree,Woman,White,27630.0,Retail and Consumer Services
4/27/2021 12:50:27,55-64,Health care,Technical support,I support customers who buy the medical equipment we manufacture,66500.0,9000.0,USD,,,USA,Massachusetts,Marlborough,31 - 40 years,21 - 30 years,College degree,Woman,White,75500.0,Healthcare and Life Sciences
4/27/2021 12:50:30,25-34,Education (Higher Education),Development Specialist,Fundraising + special events,48062.0,0.0,USD,,,United States,Texas,Houston,5-7 years,5-7 years,Master's degree,Man,White,48062.0,Education and Research
4/27/2021 12:50:45,35-44,Education services (tutoring),Owner/Operator,,100000.0,70000.0,USD,,"Small business owner, base salary of $100k with potential additional profits on top",USA,Illinois,Chicago Suburbs,11 - 20 years,8 - 10 years,Master's degree,Man,White,170000.0,Education and Research
4/27/2021 12:50:47,25-34,"Accounting, Banking & Finance",Tax Accountant - Senior Associate,,89000.0,0.0,USD,,Bonuses are between 1-7% of annual salary dependent upon performance,United States,Washington,Seattle,5-7 years,5-7 years,Master's degree,Woman,White,89000.0,Financial Services
4/27/2021 12:50:51,25-34,Nonprofits,Membership Manager ,,73000.0,0.0,USD,,,USA,New York,Manhattan ,2 - 4 years,2 - 4 years,College degree,Woman,White,73000.0,Technology and Information
4/27/2021 12:50:53,45-54,Business or Consulting,Executive Assistant,,73500.0,1500.0,USD,,,United States,California,Los Angeles,11 - 20 years,11 - 20 years,Some college,Woman,"Hispanic, Latino, or Spanish origin",75000.0,Professional Services
4/27/2021 12:50:58,25-34,Business or Consulting,Sr data consultant,,107300.0,8000.0,USD,,,Usa,Arizona,Phoenix,5-7 years,5-7 years,College degree,Woman,White,115300.0,Professional Services
4/27/2021 12:51:00,35-44,Education (Higher Education),Head of Technical Services,"I work in a library and take care of ""back-end"" things",77000.0,0.0,USD,,,United States,Colorado,Greeley,11 - 20 years,11 - 20 years,Master's degree,Woman,White,77000.0,Education and Research
4/27/2021 12:51:05,35-44,Engineering or Manufacturing,Founder,"Entrepreneur,  started the company ",75000.0,10000.0,USD,,,USA ,Illinois,Chicago,11 - 20 years,8 - 10 years,Master's degree,Woman,White,85000.0,Manufacturing and Industry
4/27/2021 12:51:10,25-34,Health care,"Director, Initiative Management",,138800.0,15000.0,USD,,,United States,Pennsylvania,Pittsburgh ,8 - 10 years,5-7 years,College degree,Woman,White,153800.0,Healthcare and Life Sciences
4/27/2021 12:51:13,35-44,Business or Consulting,Director of Market Research,,165000.0,80000.0,USD,,,USA,Florida,,11 - 20 years,11 - 20 years,College degree,Woman,White,245000.0,Professional Services
4/27/2021 12:51:14,45-54,Insurance,People Analytics and Reporting Manager,,134000.0,20000.0,USD,,,United States,North Carolina,Raleigh,21 - 30 years,5-7 years,Master's degree,Woman,White,154000.0,Financial Services
4/27/2021 12:51:18,45-54,Education (Higher Education),director of educational development,help research professors be better teachers,115000.0,0.0,USD,,,USA,California,"SoCal, prefer not to specify",21 - 30 years,11 - 20 years,PhD,Woman,White,115000.0,Education and Research
4/27/2021 12:51:18,35-44,Nonprofits,Office Manager,,41600.0,0.0,USD,,,US,California,San Diego,8 - 10 years,5-7 years,College degree,Woman,White,41600.0,Technology and Information
4/27/2021 12:51:18,35-44,Government and Public Administration,Assistant Library Director,,90000.0,0.0,USD,,,United States,Massachusetts,Quincy,8 - 10 years,5-7 years,Master's degree,Woman,White,90000.0,Government and Public Sector
4/27/2021 12:51:20,35-44,"Accounting, Banking & Finance","Vice President, Financial Planning & Analysis",,230000.0,241500.0,USD,,Bonus and Stock,USA,California,San Francisco,11 - 20 years,11 - 20 years,College degree,Woman,White,471500.0,Financial Services
4/27/2021 12:51:22,25-34,Nonprofits,Office Manager,,34000.0,0.0,USD,,,USA,Oregon,Beaverton,5-7 years,5-7 years,Some college,Woman,White,34000.0,Technology and Information
4/27/2021 12:51:22,35-44,Retail,Operations Analyst ,,36000.0,0.0,USD,,,USA ,Texas,San Antonio ,21 - 30 years,11 - 20 years,College degree,Woman,White,36000.0,Retail and Consumer Services
4/27/2021 12:51:24,45-54,Education (Higher Education),Fiscal & HR Officer,,71000.0,0.0,USD,,,USA,Nevada,Reno,11 - 20 years,5-7 years,College degree,Woman,White,71000.0,Education and Research
4/27/2021 12:51:25,35-44,"Marketing, Advertising & PR",Accounts Receivable,,50000.0,0.0,USD,,,USA,Georgia,Atlanta,11 - 20 years,11 - 20 years,Some college,Woman,Black or African American,50000.0,Professional Services
4/27/2021 12:51:27,25-34,Government and Public Administration,Director of Policy & Advocacy,,102000.0,0.0,USD,,,USA,New York,New York,8 - 10 years,8 - 10 years,Master's degree,Woman,White,102000.0,Government and Public Sector
4/27/2021 12:51:28,45-54,Education (Primary/Secondary),Teacher,High school English,55000.0,2000.0,USD,,,United States,California,Sacramento ,21 - 30 years,21 - 30 years,College degree,Woman,Asian or Asian American,57000.0,Education and Research
4/27/2021 12:51:29,35-44,Business or Consulting,Researcher,,108000.0,3000.0,USD,,,USA,Minnesota,St. Paul,11 - 20 years,8 - 10 years,Master's degree,Man,White,111000.0,Professional Services
4/27/2021 12:51:30,25-34,"Accounting, Banking & Finance",Accounting Manager,Consulting Accounting Manager/controller providing fractional CFO services to clients,87000.0,0.0,USD,,"haven't received bonuses yet in current role, but in similar roles have received ~$5k",USA,Texas,Austin metro area,8 - 10 years,5-7 years,Master's degree,Woman,White,87000.0,Financial Services
4/27/2021 12:51:30,35-44,"Accounting, Banking & Finance",Senior Manager,,140000.0,10000.0,USD,,,United States,New Jersey,Florham Park,11 - 20 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman,White,150000.0,Financial Services
4/27/2021 12:51:31,25-34,Nonprofits,Volunteer supervisor,,38000.0,0.0,USD,,,USA ,New Jersey,Elizabeth ,5-7 years,5-7 years,Master's degree,Woman,White,38000.0,Technology and Information
4/27/2021 12:51:35,35-44,Health care,Genetic counselor,,100000.0,500.0,USD,,,United States,Washington,Seattle,11 - 20 years,11 - 20 years,Master's degree,Woman,White,100500.0,Healthcare and Life Sciences
4/27/2021 12:51:43,35-44,Education (Higher Education),Writing Center Director,Student-Support Service/Faculty Role,52000.0,0.0,USD,,,US,Texas,Beaumont,11 - 20 years,11 - 20 years,Master's degree,Woman,White,52000.0,Education and Research
4/27/2021 12:51:43,25-34,Education (Higher Education),Research Analyst,,79000.0,0.0,USD,,,US,District of Columbia,DC,5-7 years,2 - 4 years,Master's degree,Woman,Asian or Asian American,79000.0,Education and Research
4/27/2021 12:51:45,35-44,Engineering or Manufacturing,IP Paralegal/Technical Librarian,,76997.0,0.0,USD,,"We have variable bonuses, dependent on how the company does each year.",US,Colorado,Golden,8 - 10 years,5-7 years,College degree,Woman,White,76997.0,Manufacturing and Industry
4/27/2021 12:51:51,35-44,Government and Public Administration,System Owner,,99000.0,0.0,USD,,,USA,Colorado,Denver,21 - 30 years,11 - 20 years,Master's degree,Woman,White,99000.0,Government and Public Sector
4/27/2021 12:51:52,35-44,Education (Higher Education),Assistant Director Business Intelligence,,82000.0,0.0,USD,,,United States,Alabama,Birmingham,11 - 20 years,8 - 10 years,College degree,Woman,White,82000.0,Education and Research
4/27/2021 12:51:57,35-44,Nonprofits,Director of Communications,Department of 1. Total staff of 5.,60000.0,0.0,USD,,"We did have 10% paycuts for the last 12 months because donations were down due to COVID and lack of in-person programming, but we are back to ""whole"" starting this week.",USA,Wisconsin,Brookfield,11 - 20 years,11 - 20 years,Master's degree,Woman,White,60000.0,Technology and Information
4/27/2021 12:51:58,25-34,Education (Higher Education),Graduate Student,Biomedical Research PhD Program,32000.0,0.0,USD,,,USA,Texas,Houston,2 - 4 years,5-7 years,College degree,Woman,White,32000.0,Education and Research
4/27/2021 12:51:59,35-44,Government and Public Administration,Unit Supervisor,State government agency (USA),93000.0,0.0,USD,,,USA,Minnesota,St. Paul,21 - 30 years,11 - 20 years,Master's degree,Woman,White,93000.0,Government and Public Sector
4/27/2021 12:52:02,25-34,Healthcare IT,Consultant ,,135000.0,0.0,USD,,,USA,Washington,Seattle,11 - 20 years,11 - 20 years,College degree,Woman,White,135000.0,Healthcare and Life Sciences
4/27/2021 12:52:02,35-44,Nonprofits,Membership specialist,Recruitment,43000.0,0.0,USD,,,United states,Maryland,Frederick,11 - 20 years,1 year or less,College degree,Woman,White,43000.0,Technology and Information
4/27/2021 12:52:05,35-44,"Marketing, Advertising & PR",Video producer,,96000.0,5000.0,USD,,,United States,Minnesota,Minneapolis,11 - 20 years,11 - 20 years,College degree,Woman,White,101000.0,Professional Services
4/27/2021 12:52:05,35-44,Recruitment or HR,Business Unit Controller,,175000.0,0.0,USD,,,United States,New York,New York,11 - 20 years,11 - 20 years,College degree,Woman,White,175000.0,Technology and Information
4/27/2021 12:52:08,35-44,Engineering or Manufacturing,"Principal Engineer, R&D",,129000.0,20000.0,USD,,,USA,California,Irvine,11 - 20 years,11 - 20 years,College degree,Woman,White,149000.0,Manufacturing and Industry
4/27/2021 12:52:09,25-34,Health care,Onboarding and Education Specialist ,"HR Generalist - oversee all hiring, onboarding, education, fire/discipline staff, write policies, etc ",49000.0,0.0,USD,,I work in a nonprofit healthcare setting ,USA,Illinois,Central IL,2 - 4 years,2 - 4 years,College degree,Woman,White,49000.0,Healthcare and Life Sciences
4/27/2021 12:52:16,35-44,Government and Public Administration,Scientific grants management ,,106000.0,0.0,USD,,,United states,Maryland,Frederick,8 - 10 years,2 - 4 years,PhD,Woman,White,106000.0,Government and Public Sector
4/27/2021 12:52:17,35-44,Pharmacuticals,Associate Director Project Management,,160000.0,40000.0,USD,,,US,Massachusetts,Boston,11 - 20 years,5-7 years,PhD,Woman,White,200000.0,Healthcare and Life Sciences
4/27/2021 12:52:23,35-44,"Marketing, Advertising & PR",Tech Lead,Javascript Web Development,85000.0,1000.0,USD,,,United States,Oregon,Portland,11 - 20 years,5-7 years,Master's degree,Man,White,86000.0,Professional Services
